danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,name_song,artists,genre
0.732,0.69,4,-7.745,0,0.174,0.538,9.37E-05,0.191,0.636,117.157,218627,4,"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,['rap']
0.636,0.501,11,-7.26,0,0.329,0.413,0,0.339,0.196,82.309,265120,4,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,['rap']
0.914,0.572,2,-8.82,1,0.166,0.0709,0.00237,0.0599,0.203,123.963,265480,4,No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,['rap']
0.674,0.383,8,-12.617,0,0.0416,0.195,0.217,0.213,0.347,135.974,226333,4,10AM/Save The World - Instrumental,Metro Boomin,['rap']
0.694,0.268,11,-14.927,0,0.0703,0.34,0.934,0.122,0.515,74.999,166360,4,Overdue - Instrumental,Metro Boomin,['rap']
0.699,0.303,1,-7.382,1,0.456,0.00607,0.84,0.106,0.263,74.997,168080,4,Don't Come Out The House - Instrumental,Metro Boomin,['rap']
0.679,0.0763,6,-13.701,0,0.111,0.133,0.908,0.106,0.173,173.973,211920,4,Dreamcatcher - Instrumental,Metro Boomin,['rap']
0.813,0.241,5,-13.923,1,0.0489,0.133,0.676,0.178,0.481,108.993,203267,4,Space Cadet - Instrumental,Metro Boomin,['rap']
0.671,0.106,6,-12.517,0,0.198,0.366,0.804,0.108,0.0696,176.002,208293,4,10 Freaky Girls - Instrumental,Metro Boomin,['rap']
0.802,0.483,1,-14.076,1,0.101,0.103,0.952,0.143,0.42,114.051,184360,4,Up To Something - Instrumental,Metro Boomin,['rap']
0.782,0.435,2,-7.033,1,0.156,0.333,1.31E-05,0.342,0.242,82.996,268933,4,Ghostface Killers (feat. Travis Scott),21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.845,0.399,1,-7.509,1,0.312,0.00525,0.741,0.102,0.148,143.049,257600,4,Rap Saved Me (feat. Quavo),21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.88,0.428,9,-8.28,1,0.206,0.149,5.05E-05,0.114,0.333,100.007,172800,4,Ric Flair Drip (with Metro Boomin),Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
0.862,0.274,0,-5.818,0,0.416,0.0974,0.185,0.183,0.154,77.492,148640,4,My Choppa Hate Niggas,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.739,0.405,0,-10.897,1,0.085,0.443,0.207,0.158,0.128,157.09,147987,4,Nightmare,Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
0.9,0.365,10,-6.395,0,0.236,0.147,0.185,0.179,0.136,135.004,202667,4,Mad Stalkers,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.799,0.381,1,-7.147,1,0.465,0.354,3.11E-06,0.135,0.0488,158.021,160320,4,Disrespectful,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.824,0.364,2,-7.635,0,0.121,0.141,0.305,0.195,0.177,153.028,189800,4,Run Up the Racks,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.926,0.544,5,-6.827,1,0.0726,0.413,9.54E-05,0.112,0.656,115.956,231787,4,Still Serving,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.726,0.284,7,-10.494,1,0.391,0.554,0.0176,0.121,0.144,151.004,228893,4,Darth Vader,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.779,0.597,9,-9.652,0,0.434,0.723,4.47E-05,0.0508,0.646,173.986,234280,4,Famous,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.884,0.347,8,-8.227,0,0.35,0.015,7.00E-06,0.0871,0.376,75.016,220307,4,Bank Account,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.921,0.472,10,-7.88,0,0.43,0.164,0.432,0.156,0.198,139.997,292267,4,Close My Eyes,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.856,0.54,6,-9.729,0,0.373,0.000985,1.55E-05,0.0854,0.387,158.05,162253,4,Bad Business,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.851,0.46,9,-9.659,1,0.391,0.00768,0.117,0.133,0.157,163.025,169093,4,Baby Girl,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.799,0.467,0,-9.974,1,0.45,0.159,0,0.653,0.308,132.053,263427,4,Thug Life,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.701,0.624,10,-11.115,1,0.307,0.219,0,0.107,0.383,93.034,239160,4,FaceTime,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.743,0.467,0,-10.354,0,0.401,0.145,1.10E-06,0.0891,0.19,149.996,219360,4,Nothin New,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.839,0.436,5,-11.344,0,0.285,0.0438,2.70E-06,0.131,0.464,82.009,271307,4,Numb,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.842,0.523,5,-11.666,0,0.346,0.291,0.000475,0.115,0.21,158.919,147427,4,Dead People,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.822,0.276,1,-10.556,1,0.124,0.0395,0.0233,0.11,0.0569,144.897,213427,4,Money Convo,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.892,0.321,1,-12.813,1,0.427,0.146,1.97E-05,0.116,0.333,136.003,217867,4,Special,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.916,0.537,6,-9.79,0,0.245,0.188,0.00285,0.115,0.223,123.021,313987,4,Whole Lot,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.844,0.455,1,-9.028,1,0.259,0.0707,0.789,0.126,0.275,155.029,431587,4,7 Min Freestyle,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.803,0.331,0,-10.96,0,0.404,0.0558,0,0.116,0.37,150.094,129216,4,21 Way,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.82,0.591,0,-10.109,1,0.258,0.0156,8.22E-05,0.491,0.663,113.001,120445,4,Soda,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.832,0.887,0,-5.41,1,0.106,0.171,0.657,0.248,0.57,139.932,124670,4,Hollow Tips,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.706,0.408,8,-9.294,1,0.412,0.00445,0,0.0989,0.117,137.543,196194,4,Oh Ok,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.801,0.364,1,-10.288,1,0.212,0.0845,3.21E-06,0.0608,0.166,89.977,256123,4,Never Had Sh*t (feat. Lil' Duke),21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.773,0.434,1,-11.144,1,0.312,0.0373,0,0.0746,0.116,135.063,215995,4,First Night (feat. Jose Guapo),21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.779,0.598,2,-7.864,1,0.0879,0.299,0,0.331,0.843,142.008,360243,4,Extendo,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.828,0.439,1,-8.854,1,0.274,0.0801,0,0.359,0.247,130.016,230257,4,Rollies,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.743,0.744,1,-7.474,1,0.386,0.163,0,0.491,0.553,134.74,106606,4,It's Sold,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.863,0.613,6,-8.463,0,0.333,0.0337,0,0.108,0.689,150.029,176557,3,"Whoa (feat. Lotto Savage, Lil' Harold)",21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.75,0.4,1,-11.673,0,0.345,0.304,0,0.158,0.456,141.087,201288,4,I'm A Savage (feat. Young Nudy),21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.929,0.383,4,-7.768,0,0.137,0.0714,0,0.293,0.153,129.989,206413,4,Feel Like Nino,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.865,0.625,2,-6.711,1,0.277,0.0631,0,0.0809,0.436,132.048,218241,4,Start Firing,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.901,0.586,3,-5.99,0,0.186,0.164,0,0.277,0.451,145.847,197448,4,How To Ball,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.805,0.718,10,-9.023,0,0.0866,0.0265,0,0.0913,0.326,123.014,251197,4,Organized Crime (feat. Bullet),21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.871,0.508,1,-6.736,1,0.303,0.0049,0,0.0996,0.208,132.02,152817,4,"Drippin' (feat. Lil Yachty, Sauce Walka)",21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.691,0.581,1,-8.071,1,0.323,0.00028,0,0.0872,0.228,140.547,108434,4,Trappin Out,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.786,0.549,1,-7.481,1,0.403,0.0114,4.86E-06,0.112,0.516,156.999,189872,4,Gotta Get That Check,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.921,0.647,10,-4.167,0,0.298,0.0974,0,0.161,0.285,133.947,237062,4,"Who Ya Gang (feat. Hardo, Jimmy Wopo)",21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.922,0.508,2,-6.59,1,0.165,0.00834,0,0.182,0.0812,119.99,291554,4,Blasphemy (feat. Hardo),21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.829,0.357,1,-11.543,1,0.28,0.104,8.35E-05,0.0799,0.0391,108.09,276467,4,No Advance,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.906,0.444,4,-8.692,0,0.384,0.136,6.44E-05,0.173,0.678,140.063,235040,4,No Heart,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,258880,4,X (feat. Future),21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.782,0.359,0,-9.335,0,0.283,0.199,0.00105,0.106,0.0708,143.041,249587,4,Savage Mode,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.83,0.405,1,-8.484,1,0.411,0.0158,8.61E-06,0.241,0.188,147.07,169493,4,Bad Guy,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.87,0.225,0,-10.915,0,0.362,0.0915,0.69,0.197,0.163,155.97,185467,4,Real Nigga,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.772,0.737,10,-7.648,0,0.2,0.0189,9.39E-05,0.206,0.533,149.951,180707,4,Mad High,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.757,0.448,1,-9.461,0,0.115,0.111,0.000157,0.154,0.3,149.974,163387,4,Feel It,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.764,0.525,4,-7.486,0,0.181,0.126,0.000545,0.116,0.136,137.984,227880,4,Ocean Drive,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
0.777,0.631,8,-5.649,0,0.0612,0.183,4.40E-06,0.119,0.337,96.015,199513,4,How We Roll,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.687,0.856,10,-6.289,0,0.252,0.00469,0.0492,0.0853,0.481,156.952,147756,4,BRB,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.638,0.81,0,-4.648,1,0.0503,0.19,1.53E-06,0.127,0.582,149.944,209605,4,Low Key,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.809,0.524,0,-7.798,0,0.141,0.616,5.92E-05,0.113,0.597,141.034,225534,4,Type A Party,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.765,0.538,7,-7.379,1,0.085,0.0494,9.97E-06,0.13,0.335,124.146,175147,4,Forever,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.766,0.525,10,-5.904,1,0.0786,0.375,7.50E-05,0.151,0.48,141.876,178267,4,2 in Luv,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.838,0.856,11,-4.829,0,0.121,0.0551,1.23E-06,0.0625,0.324,98.022,150895,4,Winning,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.789,0.76,2,-4.345,1,0.269,0.225,0,0.136,0.563,80.022,328497,4,I Love Myself,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.766,0.816,1,-5.092,1,0.152,0.0148,0.0142,0.114,0.613,153.013,204150,4,Level Up,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.827,0.92,7,-4.386,1,0.199,0.0649,0.000198,0.871,0.668,80.998,176848,4,Set,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.893,0.727,6,-4.6,0,0.0434,0.119,0.0057,0.0951,0.814,107.001,228560,4,Thinkin Bout You,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.793,0.577,7,-6.187,0,0.371,0.0502,4.61E-06,0.259,0.546,76.979,218035,4,Trust Myself,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.827,0.747,8,-5.004,1,0.0947,0.151,0.00044,0.202,0.71,136.08,199067,4,Girl Gang,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.814,0.745,7,-5.335,0,0.0686,0.0357,2.22E-05,0.433,0.564,114.016,222190,4,Dose,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.738,0.653,0,-8.837,1,0.0836,0.0107,0.00135,0.0474,0.649,102.978,188800,4,Na Na,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.559,0.71,11,-5.735,0,0.225,0.317,5.16E-06,0.0789,0.432,94.368,200504,4,Freak Me,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.694,0.724,8,-5.125,0,0.0849,0.184,0,0.0999,0.581,120.009,223966,4,Greatest Love,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.645,0.41,5,-5.287,1,0.0269,0.84,0,0.122,0.11,83.979,216069,4,Beauty Marks,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.52,0.738,1,-5.56,1,0.161,0.0139,0.00216,0.393,0.228,142,328080,4,Jackie (B.M.F.),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.846,0.812,5,-6.857,0,0.0664,0.00411,1.77E-06,0.375,0.317,125.003,238760,4,That's How I'm Feelin' (feat. Pitbull & Missy Elliott),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.775,0.51,1,-7.26,1,0.0595,0.24,2.16E-06,0.361,0.361,127.973,226880,4,Lullaby,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.721,0.541,7,-8.623,0,0.0659,0.063,4.47E-06,0.165,0.263,96.046,256600,4,Dance Like We're Making Love,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.831,0.541,6,-7.118,0,0.0774,0.0643,0.000493,0.701,0.721,100.05,250040,4,Stuck On You,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.7,0.791,8,-6.157,0,0.0833,0.0283,8.26E-05,0.109,0.234,125.506,246507,4,Fly,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.743,0.618,8,-7.227,1,0.0732,0.076,0,0.0731,0.285,129.034,287933,4,I Bet,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.766,0.561,1,-6.167,1,0.168,0.106,0.000489,0.105,0.597,119.978,200613,4,Give Me Love,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.73,0.707,1,-6.884,1,0.0538,0.255,0,0.321,0.893,101.008,223560,4,Kiss & Tell,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.719,0.857,2,-4.947,1,0.112,0.00256,0.000326,0.267,0.678,123.995,219920,4,All Good,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.61,0.504,7,-6.643,1,0.0325,0.0542,0.000806,0.399,0.0748,89.95,211800,4,Only One,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.869,0.515,0,-8.612,1,0.156,0.00639,0.333,0.386,0.12,128.026,54213,4,One Woman Army Intro,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.729,0.739,11,-6.884,0,0.198,0.00167,0.0033,0.242,0.748,128.051,234373,4,One Woman Army,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.416,0.212,0,-10.893,1,0.0401,0.412,0,0.534,0.121,149.665,296347,4,I Got You,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.732,0.617,8,-6.421,1,0.0505,0.0509,0,0.0905,0.361,129.002,286507,4,I Bet (feat. Joe Jonas) - Remix,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.591,0.655,3,-6.332,1,0.0731,0.0263,0,0.0572,0.226,127.904,209520,4,I Bet - R3hab Remix,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.737,0.723,0,-5.834,1,0.261,0.0864,4.47E-06,0.522,0.555,148.113,241613,4,I'm Out (feat. Nicki Minaj),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.639,0.744,7,-6.95,0,0.0893,0.0149,0,0.158,0.379,147.855,225053,4,Sophomore,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.577,0.576,2,-6.299,1,0.0563,0.0143,0,0.602,0.12,133.973,234040,4,Body Party,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.858,0.452,11,-5.994,0,0.335,0.247,1.01E-05,0.154,0.449,129.181,197160,4,Keep On Lookin',Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.745,0.724,1,-5.872,1,0.0351,0.00122,0.0484,0.0653,0.452,141.992,248027,4,Read My Lips,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.613,0.643,10,-7.606,1,0.0627,0.00572,0.000159,0.266,0.211,131.001,224040,4,Where You Go (feat. Future),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.693,0.789,6,-5.878,0,0.0477,0.0135,0,0.255,0.489,120.09,268720,4,Super Turnt Up,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.611,0.685,6,-7.027,1,0.129,0.0856,0.00283,0.166,0.628,159.928,275573,4,DUI,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.732,0.761,5,-4.163,0,0.0544,0.00297,1.62E-05,0.0996,0.265,99.963,225920,4,Livin' It Up (feat. Nicki Minaj),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.768,0.695,8,-5.55,1,0.0303,0.0091,0.00508,0.058,0.794,106.977,227040,4,Overdose,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.645,0.716,5,-4.028,0,0.203,0.0243,1.16E-06,0.305,0.858,204.291,223813,4,Goodies (feat. Petey Pablo),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.479,0.672,1,-4.175,0,0.0972,0.0654,0,0.0631,0.329,109.947,267267,4,Like A Surgeon,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.749,0.853,6,-5.345,1,0.136,0.00431,3.00E-05,0.609,0.824,125.936,208053,4,Love Sex Magic (feat. Justin Timberlake) - Jason Nevins Sex Club Radio Mix,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.698,0.662,7,-4.894,1,0.0366,0.0392,4.71E-05,0.22,0.396,99.897,212720,4,Keep Dancin' On Me,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.694,0.634,9,-5.763,1,0.0443,0.392,2.74E-06,0.129,0.433,123.29,267707,4,Promise,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.75,0.748,9,-7.493,1,0.0513,0.01,0.000335,0.121,0.339,132.001,249080,4,Heavy Rotation,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.649,0.653,0,-6.608,1,0.104,0.0576,1.29E-06,0.24,0.353,131.919,233133,4,Gimmie Dat (Slow Bass Remix),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.586,0.683,0,-6.328,1,0.0624,0.284,0,0.184,0.252,120.677,248533,4,Speechless,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.656,0.864,4,-6.811,0,0.352,0.00791,0.314,0.377,0.269,115.062,185093,4,Bang It Up,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.822,0.54,2,-7.555,1,0.214,0.247,3.72E-05,0.0596,0.597,91.908,229000,4,Pick Up The Phone,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.659,0.67,6,-7.091,0,0.0792,0.0656,3.23E-05,0.115,0.522,77.458,260707,4,The Title,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.605,0.773,11,-4.951,0,0.068,0.029,0,0.255,0.44,128.054,188747,4,Turn It Up (feat. Usher),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.771,0.352,9,-9.083,1,0.0449,0.00607,0.0249,0.137,0.256,94.978,224773,4,Yeah I Know,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.957,0.341,0,-8.398,1,0.385,0.0395,0,0.0648,0.106,122.492,204040,4,Hotline,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.676,0.418,6,-9.082,1,0.0637,0.256,0,0.0989,0.418,121.95,234080,4,And I,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.744,0.798,2,-5.229,1,0.0559,0.00831,0,0.057,0.504,125.923,271760,4,Turntables (feat. Chris Brown),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.752,0.745,1,-5.012,1,0.0532,0.00252,0.749,0.0405,0.742,129.984,499693,4,Like A Boy - Jonathan Peters Deeper Mix 1 Club,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.542,0.736,7,-5.253,1,0.284,0.0365,0,0.254,0.392,172.049,208947,4,Basic Instinct (U Got Me),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.694,0.719,7,-4.538,1,0.0484,0.00131,1.47E-05,0.0714,0.352,129.961,274147,4,Ride (feat. Ludacris),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.851,0.664,7,-7.623,1,0.0649,0.0052,0.312,0.0716,0.355,131.98,251493,4,Gimmie Dat,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.753,0.756,9,-7.57,1,0.0539,0.00911,0.000566,0.123,0.321,132.009,248853,4,Heavy Rotation,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.804,0.729,6,-5.723,0,0.0462,0.000808,0.000152,0.262,0.725,124.05,212533,4,Girls Get Your Money,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.77,0.348,9,-9.052,1,0.0434,0.00701,0.0208,0.117,0.23,94.998,224547,4,Yeah I Know,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.574,0.696,0,-6.301,1,0.068,0.258,0,0.192,0.239,121.173,248133,4,Speechless,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.708,0.464,0,-7.756,1,0.0499,0.145,3.63E-06,0.0843,0.445,59.991,240093,4,You Can Get It,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.605,0.766,11,-5.049,0,0.07,0.0263,0,0.264,0.394,128.048,188547,4,Turn It Up (feat. Usher),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.397,0.676,0,-7.356,0,0.22,0.0383,0,0.355,0.433,79.426,211280,4,Wants For Dinner,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.643,0.395,0,-7.45,0,0.0414,0.449,6.68E-06,0.274,0.356,89.922,315187,4,I Run It,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.701,0.662,6,-5.744,0,0.127,0.342,0,0.234,0.649,117.941,225693,4,Ciara To The Stage,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.894,0.665,10,-5.07,0,0.136,0.0201,0,0.306,0.874,107.014,220427,4,Love Sex Magic (feat. Justin Timberlake),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.789,0.688,9,-4.538,0,0.064,0.0174,0,0.155,0.682,120.02,242533,4,High Price (feat. Ludacris),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.738,0.794,2,-5.192,1,0.0519,0.00856,2.63E-06,0.0536,0.49,125.921,271533,4,Turntables (feat. Chris Brown),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.632,0.691,8,-3.65,0,0.0759,0.0644,0,0.104,0.322,110.145,267267,4,Like A Surgeon,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.669,0.725,11,-6.386,1,0.0337,0.0215,0,0.157,0.287,131.963,272613,4,Never Ever (feat. Jeezy),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.651,0.603,4,-6.447,0,0.0408,0.0232,0,0.138,0.159,149.983,207933,4,Lover's Thing (feat. The Dream),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.891,0.893,2,-5.808,1,0.111,0.0195,0.00186,0.262,0.774,122.03,245693,4,Work (feat. Missy Elliott),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.719,0.917,1,-5.535,1,0.0616,0.0943,0,0.58,0.187,119.032,231987,4,Pucker Up,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.734,0.883,5,-4.871,0,0.12,0.00794,0.00108,0.0994,0.563,92.979,217173,4,G Is For Girl (A-Z),Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.704,0.644,7,-4.828,1,0.0366,0.0457,3.28E-05,0.165,0.405,100.013,212947,4,Keep Dancin' On Me,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.657,0.779,11,-3.74,1,0.0385,0.0968,1.62E-06,0.303,0.571,122.061,218027,4,Tell Me What Your Name Is,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.573,0.58,1,-5.83,0,0.0494,0.475,0,0.0622,0.219,124.925,227520,4,I Don't Remember,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.735,0.866,5,-4.604,0,0.0829,0.222,0.000331,0.152,0.808,97.634,218080,4,Echo,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
0.826,0.536,1,-5.681,0,0.0592,0.00155,5.83E-06,0.129,0.659,111.963,236120,4,I'm On,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
